ticker,name,sector,industry,indices
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,sp500
AA,Alcoa,Materials,Aluminum,sp400
AAL,American Airlines Group,Industrials,Passenger Airlines,sp400
AAMI,Acadian Asset Management Inc.,Financials,Asset Management & Custody Banks,sp600
AAON,AAON,Industrials,Building Products,sp400
AAP,"Advance Auto Parts, Inc.",Consumer Discretionary,Automotive Retail,sp600
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",sp500
AAT,American Assets Trust,Real Estate,Diversified REITs,sp600
ABBV,AbbVie,Health Care,Biotechnology,sp500
ABCB,Ameris Bancorp,Financials,Regional Banks,sp600
ABG,Asbury Automotive Group,Consumer Discretionary,Automotive Retail,sp600
ABM,"ABM Industries, Inc.",Industrials,Environmental & Facilities Services,sp600
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500
ABR,Arbor Realty Trust,Financials,Mortgage REITs,sp600
ABT,Abbott Laboratories,Health Care,Health Care Equipment,sp500
ACA,"Arcosa, Inc.",Industrials,Construction & Engineering,sp600
ACAD,Acadia Pharmaceuticals,Health Care,Pharmaceuticals,sp600
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,sp500
ACHC,Acadia Healthcare,Health Care,Health Care Facilities,sp600
ACI,Albertsons,Consumer Staples,Food Retail,sp400
ACIW,ACI Worldwide,Information Technology,Application Software,sp600
ACLS,"Axcelis Technologies, Inc.",Information Technology,Semiconductor Materials & Equipment,sp600
ACM,AECOM,Industrials,Construction & Engineering,sp400
ACMR,"ACM Research, Inc.",Information Technology,Semiconductor Materials & Equipment,sp600
ACN,Accenture,Information Technology,IT Consulting & Other Services,sp500
ACT,"Enact Holdings, Inc.",Financials,Commercial & Residential Mortgage Finance,sp600
ADAM,"Adamas Trust, Inc.",Real Estate,Mortgage REITs,sp600
ADBE,Adobe Inc.,Information Technology,Application Software,sp500
ADC,Agree Realty,Real Estate,Retail REITs,sp400
ADEA,"Adeia, Inc.",Information Technology,IT Consulting & Other Services,sp600
ADI,Analog Devices,Information Technology,Semiconductors,sp500
ADIG,ADI Global Distribution,Information Technology,Electronic Equipment & Instruments,sp600
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,sp500
ADMA,"ADMA Biologics, Inc.",Health Care,Biotechnology,sp600
ADNT,Adient,Consumer Discretionary,Automotive Parts & Equipment,sp600
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,sp500
ADSK,Autodesk,Information Technology,Application Software,sp500
ADT,ADT Inc.,Consumer Discretionary,Specialized Consumer Services,sp600
ADUS,Addus HomeCare Corp.,Health Care,Health Care Services,sp600
AEE,Ameren,Utilities,Multi-Utilities,sp500
AEIS,Advanced Energy,Information Technology,Semiconductor Materials & Equipment,sp400
AEO,American Eagle Outfitters,Consumer Discretionary,Apparel Retail,sp600
AEP,American Electric Power,Utilities,Electric Utilities,sp500
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,sp500
AESI,"Atlas Energy Solutions, Inc.",Energy,Oil & Gas Equipment & Services,sp600
AFG,American Financial Group,Financials,Multi-line Insurance,sp400
AFL,Aflac,Financials,Life & Health Insurance,sp500
AGCO,AGCO,Industrials,Agricultural & Farm Machinery,sp400
AGNT,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,sp600
AGO,Assured Guaranty Ltd.,Financials,Property & Casualty Insurance,sp600
AGX,"Argan, Inc.",Industrials,Construction & Engineering,sp600
AGYS,"Agilysys, Inc.",Information Technology,Application Software,sp600
AHCO,AdaptHealth Corp.,Health Care,Health Care Equipment,sp600
AHR,American Healthcare REIT,Real Estate,Health Care REITs,sp400
AIG,American International Group,Financials,Multi-line Insurance,sp500
AIN,Albany International Corp.,Industrials,Industrial Machinery & Supplies & Components,sp600
AIR,AAR Corp.,Industrials,Aerospace & Defense,sp600
AIT,Applied Industrial Technologies,Industrials,Trading Companies & Distributors,sp400
AIZ,Assurant,Financials,Multi-line Insurance,sp500
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,sp500
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,sp500
AKR,Acadia Realty Trust,Real Estate,Retail REITs,sp600
ALB,Albemarle Corporation,Materials,Specialty Chemicals,sp500
ALG,Alamo Group,Industrials,Construction Machinery & Heavy Transportation Equipment,sp600
ALGM,Allegro MicroSystems,Information Technology,Semiconductors,sp400
ALGN,Align Technology,Health Care,Health Care Supplies,sp500
ALGT,Allegiant Travel Company,Industrials,Passenger Airlines,sp600
ALHC,"Alignment Healthcare, Inc.",Health Care,Health Care Services,sp600
ALK,Alaska Air Group,Industrials,Passenger Airlines,sp400
ALKS,Alkermes plc,Health Care,Pharmaceuticals,sp600
ALL,Allstate,Financials,Property & Casualty Insurance,sp500
ALLE,Allegion,Industrials,Building Products,sp500
ALLY,Ally Financial,Financials,Consumer Finance,sp400
ALRM,"Alarm.Com, Inc.",Financials,Application Software,sp600
ALSN,Allison Transmission,Industrials,Construction Machinery & Heavy Transportation Equipment,sp400
ALV,Autoliv,Consumer Discretionary,Automotive Parts & Equipment,sp400
AM,Antero Midstream,Energy,Oil & Gas Storage & Transportation,sp400
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,sp500
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,sp500
AMD,Advanced Micro Devices,Information Technology,Semiconductors,sp500
AME,Ametek,Industrials,Electrical Components & Equipment,sp500
AMG,Affiliated Managers Group,Financials,Asset Management & Custody Banks,sp400
AMGN,Amgen,Health Care,Biotechnology,sp500
AMH,American Homes 4 Rent,Real Estate,Single-Family Residential REITs,sp400
AMKR,Amkor Technology,Information Technology,Semiconductors,sp400
AMN,"Amn Healthcare Services, Inc.",Health Care,Health Care Services,sp600
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,sp500
AMPH,"Amphstar Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,sp600
AMR,"Alpha Metallurgical Resources, Inc.",Materials,Steel,sp600
AMRX,Amneal Pharmaceuticals,Health Care,Pharmaceuticals,sp600
AMSF,"Amerisafe, Inc.",Financials,Property & Casualty Insurance,sp600
AMT,American Tower,Real Estate,Telecom Tower REITs,sp500
AMTM,Amentum,Industrials,Diversified Support Services,sp600
AMZN,Amazon,Consumer Discretionary,Broadline Retail,sp500
AN,AutoNation,Consumer Discretionary,Automotive Retail,sp400
ANDE,"The Andersons, Inc.",Consumer Staples,Food Distributors,sp600
ANET,Arista Networks,Information Technology,Communications Equipment,sp500
ANF,Abercrombie & Fitch,Consumer Discretionary,Apparel Retail,sp400
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,sp600
AON,Aon plc,Financials,Insurance Brokers,sp500
AORT,Artivion,Health Care,Health Care Equipment,sp600
AOS,A. O. Smith,Industrials,Building Products,sp500
AOSL,"Alpha and Omega Semiconductor, Ltd.",Information Technology,Semiconductors,sp600
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,sp500
APAM,"Artisan Partners Asset Management, Inc.",Financials,Asset Management & Custody Banks,sp600
APD,Air Products,Materials,Industrial Gases,sp500
APG,APi Group,Industrials,Construction & Engineering,sp400
APH,Amphenol,Information Technology,Electronic Components,sp500
APLE,"Apple Hospitality REIT, Inc.",Real Estate,Hotel & Resort REITs,sp600
APO,Apollo Global Management,Financials,Asset Management & Custody Banks,sp500
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products,sp600
APP,AppLovin,Communication Services,Advertising,sp500
APPF,AppFolio,Information Technology,Application Software,sp400
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,sp500
AR,Antero Resources,Energy,Oil & Gas Exploration & Production,sp400
ARCB,ArcBest Corp.,Industrials,Cargo Ground Transportation,sp600
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,sp500
ARES,Ares Management,Financials,Asset Management & Custody Banks,sp500
ARLO,Arlo Technologies,Information Technology,Communications Equipment,sp600
ARMK,Aramark,Consumer Discretionary,Distributors,sp400
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,sp600
ARR,Armour Residential REIT,Real Estate,Mortgage REITs,sp600
ARW,Arrow Electronics,Information Technology,Technology Distributors,sp400
ARWR,Arrowhead Pharmaceuticals,Health Care,Biotechnology,sp400
ASB,Associated Bank,Financials,Regional Banks,sp400
ASH,Ashland Global,Materials,Diversified Chemicals,sp400
ASO,Academy Sports + Outdoors,Consumer Discretionary,Specialty Stores,sp600
ASTE,"Astec Industries, Inc.",Industrials,Construction Machinery & Heavy Transportation Equipment,sp600
ASTH,"Astrana Health, Inc.",Health Care,Health Care Facilities,sp600
ATEN,"A10 Networks, Inc.",Information Technology,Systems Software,sp600
ATI,ATI Inc.,Industrials,Aerospace & Defense,sp400
ATMU,Atmus Filtration Technologies Inc.,Industrials,Industrial Machinery & Supplies & Components,sp600
ATO,Atmos Energy,Utilities,Gas Utilities,sp500
ATR,AptarGroup,Materials,"Metal, Glass & Plastic Containers",sp400
AUB,"Atlantic Union Bankshares, Corp.",Financials,Regional Banks,sp600
AVA,Avista Corporation,Utilities,Multi-Utilities,sp600
AVAV,AeroVironment,Industrials,Aerospace & Defense,sp400
AVGO,Broadcom,Information Technology,Semiconductors,sp500
AVNT,Avient,Materials,Specialty Chemicals,sp400
AVT,Avnet,Information Technology,Technology Distributors,sp400
AVTR,Avantor,Health Care,Life Sciences Tools & Services,sp400
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,sp500
AWI,"Armstrong World Industries, Inc.",Industrials,Building Products,sp600
AWK,American Water Works,Utilities,Water Utilities,sp500
AWR,American States Water Company,Utilities,Water Utilities,sp600
AX,"Axos Financial, Inc.",Financials,Regional Banks,sp600
AXON,Axon Enterprise,Industrials,Aerospace & Defense,sp500
AXP,American Express,Financials,Consumer Finance,sp500
AXTA,Axalta,Materials,Specialty Chemicals,sp400
AYI,Acuity Brands,Industrials,Electrical Components & Equipment,sp400
AZO,AutoZone,Consumer Discretionary,Automotive Retail,sp500
AZTA,"Azenta, Inc.",Health Care,Life Sciences Tools & Services,sp600
AZZ,"AZZ, Inc.",Industrials,Heavy Electrical Equipment,sp600
BA,Boeing,Industrials,Aerospace & Defense,sp500
BAC,Bank of America,Financials,Diversified Banks,sp500
BAH,Booz Allen Hamilton,Industrials,Research & Consulting Services,sp400
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",sp500
BANC,"Banc Of California, Inc.",Financials,Regional Banks,sp600
BANF,Bancfirst Corp,Financials,Regional Banks,sp600
BANR,Banner Corporation,Financials,Regional Banks,sp600
BAX,Baxter International,Health Care,Health Care Equipment,sp500
BBT,Beacon Financial Corp.,Financials,Regional Banks,sp600
BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Other Specialty Retail,sp400
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,sp500
BC,Brunswick,Consumer Discretionary,Leisure Products,sp400
BCC,Boise Cascade,Industrials,Building Products,sp600
BCO,Brink's,Industrials,Security & Alarm Services,sp400
BCPC,Balchem Corporation,Materials,Specialty Chemicals,sp600
BDC,Belden Inc.,Information Technology,Electronic Components,sp400
BDX,Becton Dickinson,Health Care,Health Care Equipment,sp500
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,sp500
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,sp500
BFAM,Bright Horizons Family Solutions Inc.,Consumer Discretionary,Specialized Consumer Services,sp600
BFH,"Bread Financial Holdings, Inc.",Financials,Consumer Finance,sp600
BFS,"Saul Centers, Inc.",Real Estate,Retail REITs,sp600
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,sp500
BGC,"BGC Group, Inc.",Financials,Investment Banking & Brokerage,sp600
BHE,"Benchmark Electronics, Inc.",Information Technology,Electronic Manufacturing Services,sp600
BHF,Brighthouse Financial,Financials,Life & Health Insurance,sp400
BIIB,Biogen,Health Care,Biotechnology,sp500
BILL,Bill Holdings,Information Technology,Application Software,sp400
BIO,Bio-Rad Laboratories,Health Care,Life Sciences Tools & Services,sp400
BJ,BJ's Wholesale Club,Consumer Staples,Consumer Staples Merchandise Retail,sp400
BJRI,"BJ's Restaurants, Inc.",Consumer Discretionary,Restaurants,sp600
BKE,"The Buckle, Inc.",Consumer Discretionary,Apparel Retail,sp600
BKH,Black Hills Corporation,Utilities,Multi-Utilities,sp400
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,sp500
BKU,"BankUnited, Inc.",Financials,Regional Banks,sp600
BL,"BlackLine Systems, Inc.",Information Technology,Application Software,sp600
BLDR,Builders FirstSource,Industrials,Building Products,sp500
BLFS,"BioLife Solutions, Inc.",Health Care,Health Care Supplies,sp600
BLK,BlackRock,Financials,Asset Management & Custody Banks,sp500
BLKB,Blackbaud,Information Technology,Application Software,sp600
BMI,"Badger Meter, Inc.",Information Technology,Electronic Equipment & Instruments,sp600
BMRN,BioMarin Pharmaceutical,Health Care,Biotechnology,sp400
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,sp500
BNL,"Broadstone Net Lease, Inc.",Real Estate,Industrial REITs,sp600
BNY,BNY Mellon,Financials,Asset Management & Custody Banks,sp500
BOH,Bank of Hawaii,Financials,Regional Banks,sp600
BOOT,"Boot Barn Holdings, Inc.",Consumer Discretionary,Apparel Retail,sp600
BOX,"Box, Inc.",Information Technology,Application Software,sp600
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,sp500
BRC,Brady Corporation,Industrials,Commercial Printing,sp600
BRK-B,Berkshire Hathaway,Financials,Multi-Sector Holdings,sp500
BRKR,Bruker,Health Care,Health Care Equipment,sp400
BRO,Brown & Brown,Financials,Insurance Brokers,sp500
BROS,Dutch Bros Inc.,Consumer Discretionary,Restaurants,sp400
BRX,Brixmor Property Group,Real Estate,Retail REITs,sp400
BSX,Boston Scientific,Health Care,Health Care Equipment,sp500
BSY,Bentley Systems,Information Technology,Application Software,sp400
BTSG,BrightSpring Health Services,Health Care,Health Care Services,sp400
BTU,"Peabody Energy, Inc.",Energy,Coal & Consumable Fuels,sp600
BURL,Burlington Stores,Consumer Discretionary,Apparel Retail,sp400
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,sp400
BWXT,BWX Technologies,Industrials,Aerospace & Defense,sp400
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,sp500
BXMT,"Blackstone Mortgage Trust, Inc.",Financials,Mortgage REITs,sp600
BXP,"BXP, Inc.",Real Estate,Office REITs,sp500
BYD,Boyd Gaming,Consumer Discretionary,Casinos & Gaming,sp400
C,Citigroup,Financials,Diversified Banks,sp500
CACC,Credit Acceptance,Financials,Specialized Finance,sp600
CACI,CACI International,Industrials,Diversified Support Services,sp400
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,sp600
CAH,Cardinal Health,Health Care,Health Care Distributors,sp500
CAKE,"The Cheesecake Factory, Inc.",Consumer Discretionary,Restaurants,sp600
CALM,"Cal-Maine Foods, Inc.",Consumer Staples,Packaged Foods & Meats,sp600
CALX,Calix,Information Technology,Application Software,sp600
CALY,Callaway Golf Company,Consumer Discretionary,Leisure Products,sp600
CAR,Avis Budget Group,Industrials,Passenger Ground Transportation,sp400
CARG,CarGurus,Communication Services,Interactive Media & Services,sp600
CARR,Carrier Global,Industrials,Building Products,sp500
CART,Maplebear Inc.,Consumer Staples,Food Retail,sp400
CASH,"Pathward Financial, Inc.",Financials,Regional Banks,sp600
CASY,Casey's,Consumer Staples,Food Retail,sp500
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,sp500
CATY,Cathay General Bancorp,Financials,Regional Banks,sp600
CAVA,Cava Group,Consumer Discretionary,Restaurants,sp400
CB,Chubb Limited,Financials,Property & Casualty Insurance,sp500
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,sp500
CBRE,CBRE Group,Real Estate,Real Estate Services,sp500
CBRL,Cracker Barrel,Consumer Discretionary,Restaurants,sp600
CBSH,Commerce Bancshares,Financials,Regional Banks,sp400
CBT,Cabot Corp,Materials,Diversified Chemicals,sp400
CBU,"Community Bank System, Inc.",Financials,Regional Banks,sp600
CC,Chemours,Materials,Diversified Chemicals,sp600
CCI,Crown Castle,Real Estate,Telecom Tower REITs,sp500
CCK,Crown Holdings,Materials,Paper & Plastic Packaging Products & Materials,sp400
CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500
CCOI,"Cogent Communications Holdings, Inc.",Communication Services,Alternative Carriers,sp600
CCS,"Century Communities, Inc.",Consumer Discretionary,Homebuilding,sp600
CDE,Coeur Mining,Materials,Gold,sp400
CDNS,Cadence Design Systems,Information Technology,Application Software,sp500
CDP,COPT Defense Properties,Real Estate,Office REITs,sp400
CDW,CDW Corporation,Information Technology,Technology Distributors,sp500
CE,Celanese,Materials,Specialty Chemicals,sp600
CEG,Constellation Energy,Utilities,Electric Utilities,sp500
CELH,Celsius Holdings,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,sp400
CENT,Central Garden & Pet Company,Consumer Staples,Household Products,sp600
CENTA,Central Garden & Pet Company (Class A),Consumer Staples,Household Products,sp600
CENX,Century Aluminum Company,Materials,Aluminum,sp600
CERT,"Certara, Inc.",Health Care,Health Care Technology,sp600
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,sp500
CFFN,Capitol Federal Savings Bank,Financials,Regional Banks,sp600
CFG,Citizens Financial Group,Financials,Regional Banks,sp500
CFR,Frost Bank,Financials,Regional Banks,sp400
CG,Carlyle Group (The),Financials,Asset Management & Custody Banks,sp400
CGNX,Cognex,Information Technology,Electronic Equipment & Instruments,sp400
CHCO,City Holding Company,Financials,Regional Banks,sp600
CHD,Church & Dwight,Consumer Staples,Household Products,sp500
CHDN,Churchill Downs Inc.,Consumer Discretionary,Casinos & Gaming,sp400
CHE,Chemed Corp.,Health Care,Health Care Services,sp400
CHEF,"Chefs' Warehouse, Inc.",Consumer Staples,Food Distributors,sp600
CHH,Choice Hotels,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp400
CHRD,Chord Energy,Energy,Oil & Gas Exploration & Production,sp400
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,sp500
CHTR,Charter Communications,Communication Services,Cable & Satellite,sp500
CHWY,Chewy,Consumer Discretionary,Other Specialty Retail,sp400
CI,Cigna,Health Care,Health Care Services,sp500
CIEN,Ciena,Information Technology,Communications Equipment,sp500
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,sp500
CL,Colgate-Palmolive,Consumer Staples,Household Products,sp500
CLF,Cleveland-Cliffs,Materials,Steel,sp400
CLH,Clean Harbors,Industrials,Environmental & Facilities Services,sp400
CLSK,"CleanSpark, Inc.",Information Technology,Internet Services & Infrastructure,sp600
CLX,Clorox,Consumer Staples,Household Products,sp500
CMC,Commercial Metals,Materials,Steel,sp400
CMCSA,Comcast,Communication Services,Cable & Satellite,sp500
CME,CME Group,Financials,Financial Exchanges & Data,sp500
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,sp500
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,sp500
CMS,CMS Energy,Utilities,Multi-Utilities,sp500
CNC,Centene Corporation,Health Care,Managed Health Care,sp500
CNH,CNH Industrial,Industrials,Agricultural & Farm Machinery,sp400
CNK,"Cinemark Holdings, Inc.",Communication Services,Movies & Entertainment,sp600
CNM,Core & Main,Industrials,Trading Companies & Distributors,sp400
CNMD,CONMED Corporation,Health Care,Health Care Equipment,sp600
CNO,CNO Financial Group,Financials,Life & Health Insurance,sp400
CNP,CenterPoint Energy,Utilities,Multi-Utilities,sp500
CNR,"Core Natural Resources, Inc.",Energy,Coal & Consumable Fuels,sp600
CNS,"Cohen & Steers, Inc.",Financials,Asset Management & Custody Banks,sp600
CNX,CNX Resources,Energy,Oil & Gas Exploration & Production,sp400
CNXC,Concentrix,Industrials,Data Processing & Outsourced Services,sp600
CNXN,"PC Connection, Inc.",Information Technology,Technology Distributors,sp600
COCO,The Vita Coco Company,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,sp600
COF,Capital One,Financials,Consumer Finance,sp500
COHR,Coherent Corp.,Information Technology,Electronic Components,sp500
COHU,"Cohu, Inc.",Information Technology,Semiconductor Materials & Equipment,sp600
COIN,Coinbase,Financials,Financial Exchanges & Data,sp500
COKE,Coca-Cola Consolidated,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,sp400
COLB,Columbia Banking System,Financials,Regional Banks,sp400
COLL,"Collegium Pharmaceutical, Inc.",Health Care,Pharmaceuticals,sp600
COLM,Columbia Sportswear,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp400
CON,"Concentra Group Holdings Parent, Inc.",Health Care,Health Care Services,sp600
COO,Cooper Companies (The),Health Care,Health Care Supplies,sp500
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,sp500
COR,Cencora,Health Care,Health Care Distributors,sp500
CORT,Corcept Therapeutics Incorporated,Health Care,Pharmaceuticals,sp600
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,sp500
COTY,Coty,Consumer Staples,Personal Care Products,sp600
CPAY,Corpay,Financials,Transaction & Payment Processing Services,sp500
CPB,The Campbell's Company,Consumer Staples,Packaged Foods & Meats,sp600
CPF,Central Pacific Financial Corp.,Financials,Regional Banks,sp600
CPK,Chesapeake Utilities Corp.,Utilities,Gas Utilities,sp600
CPRI,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp400
CPRT,Copart,Industrials,Diversified Support Services,sp500
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,sp500
CR,Crane,Industrials,Industrial Machinery & Supplies & Components,sp400
CRBG,Corebridge Financial,Financials,Asset Management & Custody Banks,sp400
CRC,California Resources Corporation,Energy,Oil & Gas Exploration & Production,sp600
CRGY,Crescent Energy Company,Energy,Oil & Gas Exploration & Production,sp600
CRH,CRH plc,Materials,Construction Materials,sp500
CRI,"Carter's, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp600
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas Exploration & Production,sp600
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,sp500
CRM,Salesforce,Information Technology,Application Software,sp500
CROX,Crocs,Consumer Discretionary,Footwear,sp400
CRS,Carpenter Technology,Industrials,Industrial Machinery & Supplies & Components,sp400
CRSR,Corsair Gaming,Information Technology,"Technology Hardware, Storage & Peripherals",sp600
CRUS,Cirrus Logic,Information Technology,Semiconductors,sp400
CRVL,CorVel Corporation,Health Care,Health Care Services,sp600
CRWD,CrowdStrike,Information Technology,Systems Software,sp500
CSCO,Cisco,Information Technology,Communications Equipment,sp500
CSGP,CoStar Group,Real Estate,Real Estate Services,sp500
CSL,Carlisle Companies,Industrials,Industrial Conglomerates,sp400
CSR,Centerspace Trust,Real Estate,Multi-Family Residential REITs,sp600
CSW,"CSW Industrials, Inc.",Industrials,Industrial Conglomerates,sp600
CSX,CSX Corporation,Industrials,Rail Transportation,sp500
CTAS,Cintas,Industrials,Diversified Support Services,sp500
CTRE,CareTrust REIT,Real Estate,Health Care REITs,sp400
CTS,CTS Corporation,Information Technology,Electronic Manufacturing Services,sp600
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,sp500
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,sp500
CUBE,CubeSmart,Real Estate,Industrial REITs,sp400
CUBI,"Customers Bancorp, Inc.",Financials,Regional Banks,sp600
CURB,Curbline Properties Corp.,Real Estate,Retail REITs,sp600
CUZ,Cousins Properties,Real Estate,Office REITs,sp400
CVBF,CVB Financial Corp.,Financials,Regional Banks,sp600
CVCO,"Cavco Industries, Inc.",Consumer Discretionary,Homebuilding,sp600
CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing,sp600
CVLT,CommVault Systems,Information Technology,Systems Software,sp400
CVNA,Carvana,Consumer Discretionary,Automotive Retail,sp500
CVS,CVS Health,Health Care,Health Care Services,sp500
CVSA,Covista Inc.,Consumer Discretionary,Education Services,sp600
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,sp500
CW,Curtiss-Wright,Industrials,Aerospace & Defense,sp400
CWEN,"Clearway Energy, Inc. (Class C)",Utilities,Renewable Electricity,sp600
CWEN-A,"Clearway Energy, Inc. (Class A)",Utilities,Renewable Electricity,sp600
CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,sp600
CWST,"Casella Waste Systems, Inc.",Industrials,Environmental & Facilities Services,sp600
CWT,California Water Service Group,Utilities,Water Utilities,sp600
CXM,"Sprinklr, Inc.",Information Technology,Application Software,sp600
CXT,Crane NXT,Information Technology,Electronic Equipment & Instruments,sp400
CXW,CoreCivic,Industrials,Diversified Support Services,sp600
CYTK,Cytokinetics,Health Care,Biotechnology,sp400
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,sp600
D,Dominion Energy,Utilities,Multi-Utilities,sp500
DAL,Delta Air Lines,Industrials,Passenger Airlines,sp500
DAN,Dana Incorporated,Consumer Discretionary,Automotive Parts & Equipment,sp600
DAR,Darling Ingredients,Consumer Staples,Agricultural Products & Services,sp400
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,sp500
DAVE,"Dave, Inc.",Financials,Consumer Finance,sp600
DBD,Diebold Nixdorf,Information Technology,Electronic Equipment & Instruments,sp600
DBX,Dropbox,Information Technology,Application Software,sp400
DCH,Dauch Corporation,Consumer Discretionary,Automotive Parts & Equipment,sp600
DCI,Donaldson Company,Industrials,Industrial Machinery & Supplies & Components,sp400
DCOM,"Dime Community Bancshares, Inc.",Financials,Regional Banks,sp600
DD,DuPont,Industrials,Industrial Conglomerates,sp500
DDOG,Datadog,Information Technology,Application Software,sp500
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,sp500
DEA,"Easterly Government Properties, Inc.",Real Estate,Office REITs,sp600
DECK,Deckers Brands,Consumer Discretionary,Footwear,sp500
DEI,Douglas Emmett,Real Estate,Office REITs,sp600
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",sp500
DFH,"Dream Finders Homes, Inc.",Consumer Discretionary,Homebuilding,sp600
DFIN,"Donnelley Financial Solutions, Inc.",Financials,Financial Exchanges & Data,sp600
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,sp500
DGII,Digi International Inc.,Information Technology,Communications Equipment,sp600
DGX,Quest Diagnostics,Health Care,Health Care Services,sp500
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,sp500
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,sp500
DINO,HF Sinclair,Energy,Oil & Gas Refining & Marketing,sp400
DIOD,Diodes Incorporated,Information Technology,Semiconductors,sp600
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,sp500
DKS,Dick's Sporting Goods,Consumer Discretionary,Specialty Stores,sp400
DLB,Dolby,Information Technology,Application Software,sp400
DLR,Digital Realty,Real Estate,Data Center REITs,sp500
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,sp500
DLX,Deluxe Corporation,Industrials,Commercial Printing,sp600
DMC,Del Monte Corporation,Consumer Staples,Packaged Foods & Meats,sp600
DNOW,NOW Inc,Industrials,Trading Companies & Distributors,sp600
DOC,Healthpeak Properties,Real Estate,Health Care REITs,sp500
DOCN,DigitalOcean,Information Technology,Internet Services & Infrastructure,sp400
DOCS,Doximity,Health Care,Health Care Technology,sp400
DOCU,Docusign,Information Technology,Application Software,sp400
DORM,"Dorman Products, Inc.",Consumer Discretionary,Automotive Parts & Equipment,sp600
